FileName,JapaneseString
SoulRPG/Database/MasterData.asset,炎の力を操る魔法の杖の強化版。その先端には常に小さな炎が燃え、敵を焼き尽くす力を秘める。
SoulRPG/Database/MasterData.asset,サンダーロッド＋
SoulRPG/Database/MasterData.asset,雷の魔力を宿した杖の強化版。稲妻の一撃で敵を感電させ、立ちすくませる。
SoulRPG/Database/MasterData.asset,異国の飛び道具袋
SoulRPG/Database/MasterData.asset,異国の地で編み出された飛び道具の数々が詰め込まれた袋。ブーメランやグレネードなど、多様な武器が揃っており、敵を予測不能な攻撃で翻弄する。
SoulRPG/Database/MasterData.asset,時空の弓
SoulRPG/Database/MasterData.asset,時を越え空間を制する力を持つ伝説の武器。その弦を引き絞る者は、過去と未来、そして遠く離れた標的を一撃で射抜くことができると言われる。時空を超越した力を秘めたこの弓は、選ばれし者のみが扱える。
SoulRPG/Database/MasterData.asset,圧倒的な重さと威力を誇る巨大な剣の強化版。すべてを切り裂く圧倒的な力を秘める。
SoulRPG/Database/MasterData.asset,ディフェンダー
SoulRPG/Database/MasterData.asset,剣でありながら盾の役割も果たす、重厚な大剣。広く頑丈な刃は、敵の攻撃を防ぎながらも一撃で圧倒する力を持つ。この剣を振るう者は、攻守一体の戦闘スタイルを極めることができる。
SoulRPG/Database/MasterData.asset,蔑みの杖
SoulRPG/Database/MasterData.asset,暗黒の魔力を宿し、その持ち主に強大な力を与えるが、同時に心に蔑みの感情を植え付ける杖。先端に黒い魔力が渦巻き、触れた者の魂を蝕む恐れを秘めている。
SoulRPG/Database/MasterData.asset,エボニアの秘雷剣
SoulRPG/Database/MasterData.asset,雷神の力を宿すと言われる真なる金色の直剣。その刃は光り輝き、一振りで雷鳴が轟く。持ち主に雷の如き速さと力を与え、敵を瞬時に打ち倒す剣。
SoulRPG/Database/MasterData.asset,ラヴァハートの死炎槍
SoulRPG/Database/MasterData.asset,ラヴァハート家に伝わる炎に包まれた真なる巨大な槍。溶岩の如き熱さで敵を焼き尽くす、破壊力に満ちた武器。
SoulRPG/Database/MasterData.asset,クロノセプター＋＋
SoulRPG/Database/MasterData.asset,時間の流れを操る力を宿した伝説の杖の最終強化版。この杖を振るう者は、瞬時に時を加速させ、敵の動きを封じ、自らの行動を倍増させる。放つ魔力は、時の境界を越え、過去と未来を繋ぐ。
SoulRPG/Database/MasterData.asset,破魔の神杖
SoulRPG/Database/MasterData.asset,闇を打ち払う光の魔力を宿した伝説の杖。その杖は持つ者に神々の加護を与え、邪悪な魔力を瞬時に浄化する力を持つ。かつて偉大な賢者によって鍛え上げられ、世界を守るために戦った英雄が手にしていたと言われている。
SoulRPG/Database/MasterData.asset,闇影の牙
SoulRPG/Database/MasterData.asset,闇の深淵から鍛えられたと言われる短剣。その刀身は影のごとく黒く、持ち主の意志に従い残像を残して舞う。かつて暗殺者たちの間で恐れられたその名は、今でも夜の闇にこだまする。
SoulRPG/Database/MasterData.asset,黒炎の焚刑
SoulRPG/Database/MasterData.asset,かつて地獄の業火で鍛えられたと言われる。打ち下ろすたびに赤黒い炎が激しく燃え上がり、触れたものを灰に変える。黒炎に包まれたこの武器は、罪深き者を焼き尽くす運命を持つ、忌まわしき焚刑の具。
SoulRPG/Database/MasterData.asset,神威の剣
SoulRPG/Database/MasterData.asset,そのシンプルな外見に反して圧倒的な力を秘めている。純白のオーラがその刃を包み、敵の闇を切り裂く。
SoulRPG/Database/MasterData.asset,エアリーの滅杖
SoulRPG/Database/MasterData.asset,癒しの力を宿す聖なる杖の最終強化版。その持ち主に寄り添いながら、傷ついた者たちに生命の息吹を吹き込む。回復魔法に特化し、触れるだけで痛みを和らげ、心を落ち着かせる力を持つ。
SoulRPG/Database/MasterData.asset,ルクスオラの大剣
SoulRPG/Database/MasterData.asset,聖騎士団を率いたルクスオラの名を冠したこの大剣は、その高貴な魂が宿り、正義の力が込められている。闇を払う一振りは、聖騎士の誇りと威厳を示すものであり、その光輝は決して消えることはない。
SoulRPG/Database/MasterData.asset,ランページ
SoulRPG/Database/MasterData.asset,その名が示す通り、敵を蹂躙する力を持つ巨大な連弩。放たれる矢は、嵐の如く敵を貫き、一度照準を定められた獲物に逃れ場はない。これは、戦場で恐れられるべき絶対的な破壊の象徴である。
SoulRPG/Database/MasterData.asset,シェンのナイフ
SoulRPG/Database/MasterData.asset,シェンは暗闇の中で敵を沈黙させるため、この3本のナイフを使いこなした。その刃は鋭く、音もなく敵の心臓を貫く。どれほどの敵がこのナイフによって息絶えたのかは、誰も知る由もない。
SoulRPG/Database/MasterData.asset,ディフェンダー＋
SoulRPG/Database/MasterData.asset,剣でありながら盾の役割も果たす、重厚な大剣の最終強化版。広く頑丈な刃は、敵の攻撃を防ぎながらも一撃で圧倒する力を持つ。この剣を振るう者は、攻守一体の戦闘スタイルを極めることができる。
SoulRPG/Database/MasterData.asset,ルクスオラの聖盾
SoulRPG/Database/MasterData.asset,かつて聖騎士ルクスオラが使用したとされる大盾。その表面には神聖な光が宿り、絶対の守りを誇る。どんな敵の攻撃も、この盾の前では無力となるだろう。
SoulRPG/Database/MasterData.asset,クロノシフト
SoulRPG/Database/MasterData.asset,時の流れを自在に操る、伝説の杖。持つ者は瞬時に過去と未来を行き来し、戦局を圧倒的に有利に変えることができる。杖の先端から放たれる魔力は、時間の波動となって空間を揺るがす。
SoulRPG/Database/MasterData.asset,鯨穿ち
SoulRPG/Database/MasterData.asset,深海の王者が使ったと言われる、巨大な青い錨。この武器を振り下ろすと、まるで大海原が裂けるかのような衝撃が走る。鯨をも貫くその力は、海の守護者たる勇者の証である。
SoulRPG/Database/MasterData.asset,象穿ち
SoulRPG/Database/MasterData.asset,巨大な灰色の槌で、その一撃は象すらも貫くと伝えられる。圧倒的な重さと破壊力を誇るこの武器は、強靭な腕力を持つ者にしか扱えないとされる。
SoulRPG/Database/MasterData.asset,アルノイドの神剣
SoulRPG/Database/MasterData.asset,優雅さと力を兼ね備えた貴公子の神剣。その細身の刃は、鋭くも美しい輝きを放ち、一振りで敵を斬り裂く。その洗練されたデザインは、持ち主の高貴な血統と気品を象徴している。
SoulRPG/Database/MasterData.asset,黒鉄の錨
SoulRPG/Database/MasterData.asset,深海の底から引き上げられたと伝えられる巨大な錨で、その鉄はどんな光も吸い込むような暗黒の輝きを放つ。今やその錨は、ただの武器を超えて、闇の力を秘めた呪われた遺物として恐れられている。
SoulRPG/Database/MasterData.asset,黒曜石のランス
SoulRPG/Database/MasterData.asset,古代の戦士たちが信仰していた地底の神々から授かったとされる神秘的な大槍。漆黒の黒曜石で作られたその槍は、まるで闇そのものを具現化したかのように鋭く、美しく輝く。
SoulRPG/Database/MasterData.asset,圧倒的な重さと威力を誇る巨大な剣の最終強化版。すべてを切り裂く圧倒的な力を秘める。
SoulRPG/Database/MasterData.asset,嵐の大槍
SoulRPG/Database/MasterData.asset,嵐の神々が作り上げたと伝えられる古代の武器。その刃は一撃で千本の槍に分かれ、敵を包囲し、破壊の嵐を巻き起こす。持ち主の意志に応じて、無数の槍が突風の如く敵を切り裂く。
SoulRPG/Database/MasterData.asset,輝く黄金で作られた重厚な武器で、その一撃には大地を揺るがす力が宿っている。古の王が用いたとされるこの槌は、持つ者に威厳と力を与え、その輝きは敵を怯ませる。
SoulRPG/Database/MasterData.asset,短いが鋭利な刃の最終強化版。影に隠れて光る、暗殺者の信頼できる友。
SoulRPG/Database/MasterData.asset,和天流空手道拳
SoulRPG/Database/MasterData.asset,この拳に巻きつけられた包帯は、長年の修練と数々の戦いを経て得た力の象徴。和天流空手道を極めた者のみが使いこなせるこの武器は、敵を瞬時に制する力を持つ。
SoulRPG/Database/MasterData.asset,鬼退治の剣
SoulRPG/Database/MasterData.asset,古の伝説に登場する剣で、鬼を退けるために鍛えられた刃を持つ。無駄な装飾は一切なく、ただその鋭さと強靭さのみで敵を打ち破る。持つ者の覚悟を映し出すかのように、純粋で力強い輝きを放つ。
SoulRPG/Database/MasterData.asset,熊狩りの斧
SoulRPG/Database/MasterData.asset,巨大な熊をも仕留めるために鍛えられたオーソドックスな斧。頑丈な木の柄と、鋭く研ぎ澄まされた刃が特徴で、狩人たちに愛され続ける一振り。
SoulRPG/Database/MasterData.asset,慈しみの銛
SoulRPG/Database/MasterData.asset,かつて正義を貫く若き勇者が愛用していた武器。鋭く研ぎ澄まされた刃先は、敵を切り裂く一撃を繰り出し、その姿勢はまさに正義の象徴。敵を打ち倒しながらも、その力を悪に染めない純粋な意志を秘めている。
SoulRPG/Database/MasterData.asset,月鬼娘の杖
SoulRPG/Database/MasterData.asset,月の血と鬼の血が混ざる娘が、月の力を借りて振るう杖。先端には青白い光が宿り、敵に静かなる恐怖を与える。彼女の手に渡ると、その力は月の満ち欠けと共に増大する。
SoulRPG/Database/MasterData.asset,塩酸瓶
SoulRPG/Database/MasterData.asset,強力な酸が詰まった瓶。振るだけで周囲に強酸が飛び散り、あらゆる装備や生物を腐食させる。熟練の戦士や魔術師が、相手の防御を無力化するために使う恐るべき武器。
SoulRPG/Database/MasterData.asset,妖刀ミゼリコルデ＋
SoulRPG/Database/MasterData.asset,かつて無数の魂を喰らい、呪われた剣士によって振るわれた妖刀の最終強化版。その刃には怨念が渦巻き、持つ者の心を蝕みながらも圧倒的な力を授けるという。斬られた者の恨みは剣に蓄積され、さらなる破壊の力を増幅させる。
SoulRPG/Database/MasterData.asset,蔑みの杖＋
SoulRPG/Database/MasterData.asset,暗黒の魔力を宿し、その持ち主に強大な力を与えるが、同時に心に蔑みの感情を植え付ける杖の最終強化版。先端に黒い魔力が渦巻き、触れた者の魂を蝕む恐れを秘めている。
SoulRPG/Database/MasterData.asset,フレイムロッド＋＋
SoulRPG/Database/MasterData.asset,炎の力を操る魔法の杖の最終強化版。その先端には常に小さな炎が燃え、敵を焼き尽くす力を秘める。
SoulRPG/Database/MasterData.asset,サンダーロッド＋＋
SoulRPG/Database/MasterData.asset,雷の魔力を宿した杖の最終強化版。稲妻の一撃で敵を感電させ、立ちすくませる。
SoulRPG/Database/MasterData.asset,イリシアの杖＋
SoulRPG/Database/MasterData.asset,星錬学長イリシアが持つと伝えられる聖なる杖の最終強化版。その杖には純白の魔力が宿り、浄化と再生の力を持つ。味方を癒すその力は、まるで神の手が触れるかのように穏やかでありながらも強大。
SoulRPG/Database/MasterData.asset,アナライズロッド
SoulRPG/Database/MasterData.asset,持ち主の周囲に潜むあらゆる謎や罠を暴くために作られた。緑色の光が灯るとき、その目は真実を見通し、隠されたものさえ見逃さない。
SoulRPG/Database/MasterData.asset,テスト武器
SoulRPG/Database/MasterData.asset,何も持っていない状態。自分自身のその拳のみで相手に果敢に挑む。が、やはり武器を持ったほうがより大きなダメージを与えられるだろう。
SoulRPG/Database/MasterData.asset,敵武器
SoulRPG/Database/MasterData.asset,銀色に輝く堅固な兜。戦士の顔を守り、敵の一撃をものともしない。
SoulRPG/Database/MasterData.asset,騎士の鎧
SoulRPG/Database/MasterData.asset,重厚な銀の鎧。戦場での守護者、すべての攻撃を跳ね返す堅牢な防具。
SoulRPG/Database/MasterData.asset,騎士の手甲
SoulRPG/Database/MasterData.asset,鋼鉄で作られた手甲。戦士の腕を守り、剣を握る力を強化する。
SoulRPG/Database/MasterData.asset,騎士の足甲
SoulRPG/Database/MasterData.asset,騎士の足を守る頑丈な金属製の足甲。戦場での機動力を保ちながら、しっかりと防御する。
SoulRPG/Database/MasterData.asset,革の兜
SoulRPG/Database/MasterData.asset,柔軟な革で作られた兜。軽量ながらも確実な保護を提供する、冒険者に最適な装備。
SoulRPG/Database/MasterData.asset,革の鎧
SoulRPG/Database/MasterData.asset,布と革を組み合わせた防具。動きやすさと防御力を両立した実用的な鎧。
SoulRPG/Database/MasterData.asset,革の手甲
SoulRPG/Database/MasterData.asset,指先まで守る革の手甲。繊細な作業から戦闘まで、幅広い状況に対応。
SoulRPG/Database/MasterData.asset,革の足甲
SoulRPG/Database/MasterData.asset,柔軟性を持つ革と布で作られた足甲。長距離の移動や戦闘でも快適な履き心地を提供する。
SoulRPG/Database/MasterData.asset,青いフード
SoulRPG/Database/MasterData.asset,深い青のフード。隠密行動や魔法の儀式に適した、謎めいた雰囲気を醸し出す。
SoulRPG/Database/MasterData.asset,青いローブ
SoulRPG/Database/MasterData.asset,青く染められたローブ。魔法使いの象徴であり、知識と力を秘めている。
SoulRPG/Database/MasterData.asset,青い手袋
SoulRPG/Database/MasterData.asset,魔法の力を増幅する青い手袋。細かな動きを支え、魔力を操る助けとなる。
SoulRPG/Database/MasterData.asset,青いズボン
SoulRPG/Database/MasterData.asset,動きやすさを重視した青色の布ズボン。旅や冒険に最適な快適な履き心地。
SoulRPG/Database/MasterData.asset,闇に包まれた騎士の象徴。その漆黒の鎧は、光を拒み、戦場で敵に恐怖を与える。兜をかぶった者は、冷酷な力を持ち、無慈悲に戦う黒騎士の姿を体現する。
SoulRPG/Database/MasterData.asset,黒騎士の鎧
SoulRPG/Database/MasterData.asset,絶対的な防御力を誇る闇の鎧。その黒き装甲は、光を遮り、戦場で敵を震え上がらせる。身に纏う者に冷徹な力を与え、無慈悲に敵を打ち砕く闇の力を象徴している。
SoulRPG/Database/MasterData.asset,黒騎士の手甲
SoulRPG/Database/MasterData.asset,闇の力を象徴する黒い装甲。鋭いデザインは、敵を圧倒する力を持つことを示している。これを装着した者は、その手に破壊力を宿し、戦場で冷酷な力を振るうだろう。
SoulRPG/Database/MasterData.asset,黒騎士の足甲
SoulRPG/Database/MasterData.asset,闇の力を象徴する漆黒の装甲。鋭利なデザインは、敵を震え上がらせる威圧感を放ち、その足跡は恐怖を刻みつける。これを履く者は、大地を踏みしめ、戦場で無慈悲な力を発揮するだろう。
SoulRPG/Database/MasterData.asset,なめし革の兜
SoulRPG/Database/MasterData.asset,長旅を共にする冒険者に愛用される、シンプルで頑丈な装備。自然の風合いを生かした革の質感が、長年の使用に耐えうる強さと信頼感を与えてくれる。荒野でも安心して身につけられる、頼れる相棒。
SoulRPG/Database/MasterData.asset,なめし革の鎧
SoulRPG/Database/MasterData.asset,荒野を生き抜くための信頼できる防具。自然の革が持つ強靭さと柔軟性を兼ね備え、どんな環境でも快適に身を守る。長旅の間に磨かれた風合いが、持ち主の冒険心を映し出す。
SoulRPG/Database/MasterData.asset,なめし革の手甲
SoulRPG/Database/MasterData.asset,冒険者の手を守るための頑丈な装備。自然の革が手にしっかりと馴染み、長時間の使用でも快適さを保つ。荒れた地形や激しい戦闘でも、この手甲が確かな保護を提供する。
SoulRPG/Database/MasterData.asset,なめし革の足甲
SoulRPG/Database/MasterData.asset,旅路で頼りになる防具。自然の革が足にしっかりとフィットし、長時間の歩行でも快適さを保つ。どんな荒れ地でも、この足甲がしっかりと足を守り、次の一歩へと導いてくれる。
SoulRPG/Database/MasterData.asset,魔法使い達が古来より身につけてきたフード。軽く柔らかい素材で作られており、魔力を高める効果があると伝えられている。このフードを被ることで、魔法の発動がより正確かつ強力になる。
SoulRPG/Database/MasterData.asset,魔法使いが身にまとう柔らかで優美な装い。白く輝く絹が放つ光は、着用者に穏やかな魔力を授け、周囲に神秘的なオーラを漂わせる。魔法の力を引き出すために作られた一品。
SoulRPG/Database/MasterData.asset,魔法使いが纏う神秘的な手装備。柔らかな絹の感触が魔法の流れを導き、着用者の手に繊細な魔力を与える。この手袋をつけた者は、指先から世界を変える力を放つことができる。
SoulRPG/Database/MasterData.asset,白絹のズボン
SoulRPG/Database/MasterData.asset,魔法使いが纏う優雅な脚装備。絹の滑らかな質感が魔力の流れを増幅させ、着用者に軽やかな動きと静かな力をもたらす。魔法の衣装の一部として、その輝きを放つ。
SoulRPG/Database/MasterData.asset,古の鍛冶師が作り上げた黄金の兜は、戦士の頭を守るだけでなく、敵を威圧する輝きを放つ。伝説によると、この兜をかぶった者は、決して退かない勇気を授かるという。
SoulRPG/Database/MasterData.asset,黄金の鎧
SoulRPG/Database/MasterData.asset,全身を覆う黄金の鎧は、ただの防具ではない。それは王者の証であり、戦場に立つ者の威厳を示す。強靭な防御力を誇るこの鎧は、攻撃を跳ね返し、光り輝く盾のように持ち主を守る。
SoulRPG/Database/MasterData.asset,黄金の手甲
SoulRPG/Database/MasterData.asset,精巧に作られた黄金の手甲は、戦士の腕力を強化し、その拳をより強靭なものに変える。敵の攻撃を受け止めつつ、力強い反撃を可能にするこの手甲は、戦場での信頼の一品。
SoulRPG/Database/MasterData.asset,黄金の足甲
SoulRPG/Database/MasterData.asset,黄金の足甲は、戦士の足元を守るだけでなく、地面を踏みしめるたびに力強い一歩を刻む。輝く黄金は戦場で一際目立ち、戦士の存在感を際立たせる。持ち主の進む道を照らす一品。
SoulRPG/Database/MasterData.asset,蒼忍者の頭巾
SoulRPG/Database/MasterData.asset,蒼の闇に溶け込むように編まれた頭巾。風のように軽やかで、忍者の姿を隠すのに最適な防具。頭巾を被った者は、闇夜の中で音もなく敵に近づき、一瞬の隙を突く。
SoulRPG/Database/MasterData.asset,蒼忍者の装束
SoulRPG/Database/MasterData.asset,戦う者に柔軟な動きをもたらす蒼の装束。風の如く速く、影の如く静かに。忍者の体を包み、攻撃も防御も軽やかにこなすその装束は、見た者を恐怖に陥れる。
SoulRPG/Database/MasterData.asset,蒼忍者の手袋
SoulRPG/Database/MasterData.asset,鋭い感覚を研ぎ澄ますための手袋。蒼い布でしっかりと作られており、手のひらには滑り止めが施されている。忍者の手に馴染むこの手袋は、素早い動きと正確な手技を支える。
SoulRPG/Database/MasterData.asset,蒼忍者の足袋
SoulRPG/Database/MasterData.asset,忍びの技を極めるための蒼い足袋。静かな足取りで敵に気付かれずに接近し、素早い身のこなしで敵を翻弄する。軽快な動きと確かな足元を保証するこの足袋は、忍者の足に欠かせない防具。
